angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.2,,,"[889, 140, 164, 212]",,,0.0,,,0.14,,,0.0,,,0.35,,,0.31,,,0.01,,
0.2,,,"[888, 142, 164, 211]",,,0.0,,,0.21,,,0.0,,,0.28,,,0.31,,,0.0,,
0.2,,,"[889, 141, 164, 212]",,,0.0,,,0.13,,,0.0,,,0.39,,,0.26,,,0.01,,
0.2,,,"[889, 142, 163, 211]",,,0.0,,,0.18,,,0.0,,,0.32,,,0.28,,,0.0,,
0.13,,,"[889, 142, 164, 212]",,,0.0,,,0.21,,,0.0,,,0.31,,,0.34,,,0.0,,
0.23,,,"[889, 141, 164, 212]",,,0.0,,,0.15,,,0.0,,,0.37,,,0.25,,,0.0,,
0.23,,,"[889, 141, 163, 212]",,,0.0,,,0.14,,,0.0,,,0.41,,,0.22,,,0.0,,
0.25,,,"[889, 141, 164, 213]",,,0.0,,,0.15,,,0.0,,,0.31,,,0.28,,,0.0,,
0.18,,,"[890, 143, 162, 210]",,,0.0,,,0.27,,,0.0,,,0.32,,,0.22,,,0.01,,
0.19,,,"[890, 142, 162, 211]",,,0.0,,,0.19,,,0.0,,,0.36,,,0.25,,,0.0,,
0.19,,,"[890, 142, 163, 211]",,,0.0,,,0.22,,,0.0,,,0.32,,,0.26,,,0.0,,
0.19,,,"[890, 143, 163, 209]",,,0.0,,,0.23,,,0.0,,,0.33,,,0.25,,,0.0,,
0.16,,,"[890, 143, 163, 210]",,,0.0,,,0.21,,,0.0,,,0.31,,,0.31,,,0.0,,
0.18,,,"[890, 142, 163, 211]",,,0.0,,,0.19,,,0.0,,,0.38,,,0.25,,,0.01,,
0.22,,,"[889, 142, 163, 210]",,,0.0,,,0.17,,,0.0,,,0.4,,,0.2,,,0.01,,
0.17,,,"[890, 142, 163, 211]",,,0.0,,,0.19,,,0.0,,,0.36,,,0.28,,,0.0,,
0.22,,,"[890, 142, 162, 210]",,,0.0,,,0.15,,,0.0,,,0.45,,,0.18,,,0.01,,
0.19,,,"[890, 142, 162, 210]",,,0.0,,,0.15,,,0.0,,,0.46,,,0.19,,,0.01,,
0.19,,,"[890, 141, 164, 212]",,,0.0,,,0.13,,,0.0,,,0.42,,,0.27,,,0.01,,
0.26,,,"[890, 143, 162, 209]",,,0.0,,,0.18,,,0.0,,,0.34,,,0.21,,,0.01,,
0.25,,,"[890, 141, 164, 211]",,,0.0,,,0.14,,,0.0,,,0.32,,,0.3,,,0.01,,
0.15,,,"[889, 140, 165, 213]",,,0.0,,,0.12,,,0.0,,,0.38,,,0.35,,,0.0,,
0.16,,,"[889, 140, 165, 213]",,,0.0,,,0.13,,,0.0,,,0.36,,,0.35,,,0.0,,
0.23,,,"[890, 141, 164, 211]",,,0.0,,,0.1,,,0.0,,,0.34,,,0.32,,,0.01,,
0.18,,,"[889, 141, 164, 212]",,,0.0,,,0.14,,,0.0,,,0.42,,,0.25,,,0.01,,
0.21,,,"[889, 141, 164, 212]",,,0.0,,,0.14,,,0.0,,,0.38,,,0.26,,,0.0,,
0.16,,,"[890, 144, 162, 209]",,,0.0,,,0.22,,,0.0,,,0.33,,,0.29,,,0.0,,
0.19,,,"[890, 144, 161, 208]",,,0.0,,,0.19,,,0.0,,,0.38,,,0.23,,,0.01,,
0.15,,,"[888, 138, 167, 215]",,,0.0,,,0.09,,,0.0,,,0.47,,,0.28,,,0.01,,
0.43,,,"[887, 137, 167, 213]",,,0.0,,,0.17,,,0.0,,,0.21,,,0.18,,,0.0,,
0.31,,,"[888, 138, 164, 214]",,,0.0,,,0.12,,,0.0,,,0.27,,,0.31,,,0.0,,
0.35,,,"[889, 139, 163, 211]",,,0.0,,,0.17,,,0.0,,,0.27,,,0.2,,,0.0,,
0.26,,,"[889, 138, 164, 214]",,,0.0,,,0.14,,,0.0,,,0.35,,,0.26,,,0.0,,
0.34,,,"[890, 136, 166, 218]",,,0.0,,,0.11,,,0.0,,,0.31,,,0.23,,,0.0,,
0.26,,,"[886, 135, 163, 218]",,,0.0,,,0.18,,,0.0,,,0.27,,,0.28,,,0.01,,
0.45,,,"[890, 137, 165, 213]",,,0.0,,,0.11,,,0.0,,,0.23,,,0.21,,,0.0,,
0.44,,,"[888, 136, 167, 215]",,,0.0,,,0.13,,,0.0,,,0.22,,,0.2,,,0.0,,
0.39,,,"[889, 136, 167, 215]",,,0.0,,,0.11,,,0.0,,,0.26,,,0.23,,,0.0,,
0.38,,,"[888, 136, 168, 215]",,,0.0,,,0.11,,,0.0,,,0.29,,,0.21,,,0.0,,
0.26,,,"[888, 136, 167, 217]",,,0.0,,,0.12,,,0.0,,,0.33,,,0.28,,,0.0,,
0.25,,,"[887, 138, 166, 215]",,,0.0,,,0.12,,,0.0,,,0.28,,,0.35,,,0.0,,
0.22,,,"[889, 139, 165, 214]",,,0.0,,,0.19,,,0.0,,,0.3,,,0.28,,,0.01,,
0.23,,,"[889, 138, 165, 215]",,,0.0,,,0.14,,,0.0,,,0.38,,,0.24,,,0.01,,
0.23,,,"[888, 140, 164, 212]",,,0.0,,,0.18,,,0.0,,,0.27,,,0.32,,,0.01,,
0.16,,,"[890, 140, 163, 212]",,,0.0,,,0.17,,,0.0,,,0.36,,,0.3,,,0.0,,
0.22,,,"[890, 141, 161, 209]",,,0.0,,,0.23,,,0.0,,,0.27,,,0.27,,,0.01,,
0.24,,,"[890, 141, 162, 209]",,,0.0,,,0.23,,,0.0,,,0.22,,,0.3,,,0.0,,
0.34,,,"[889, 142, 163, 211]",,,0.0,,,0.15,,,0.0,,,0.25,,,0.25,,,0.0,,
0.28,,,"[890, 142, 161, 209]",,,0.0,,,0.16,,,0.0,,,0.32,,,0.23,,,0.01,,
0.19,,,"[890, 141, 162, 209]",,,0.0,,,0.2,,,0.0,,,0.29,,,0.31,,,0.0,,
0.22,,,"[889, 141, 164, 212]",,,0.0,,,0.15,,,0.0,,,0.3,,,0.32,,,0.01,,
0.28,,,"[890, 143, 162, 209]",,,0.0,,,0.18,,,0.0,,,0.23,,,0.3,,,0.0,,
0.3,,,"[891, 143, 162, 208]",,,0.0,,,0.17,,,0.0,,,0.26,,,0.26,,,0.01,,
0.22,,,"[890, 142, 162, 209]",,,0.0,,,0.2,,,0.0,,,0.27,,,0.31,,,0.0,,
0.17,,,"[889, 140, 164, 212]",,,0.0,,,0.17,,,0.0,,,0.36,,,0.29,,,0.0,,
0.23,,,"[889, 141, 163, 209]",,,0.0,,,0.22,,,0.0,,,0.21,,,0.33,,,0.0,,
0.2,,,"[889, 140, 162, 211]",,,0.0,,,0.22,,,0.0,,,0.26,,,0.31,,,0.0,,
0.21,,,"[890, 143, 162, 208]",,,0.0,,,0.17,,,0.0,,,0.3,,,0.3,,,0.01,,
0.16,,,"[889, 141, 162, 210]",,,0.0,,,0.15,,,0.0,,,0.37,,,0.32,,,0.0,,
0.2,0.29,,"[889, 139, 162, 211]","[1519, 630, 12, 19]",,0.0,0.0,,0.19,0.1,,0.0,0.08,,0.27,0.1,,0.33,0.43,,0.0,0.01,
0.22,,,"[889, 141, 162, 211]",,,0.0,,,0.15,,,0.0,,,0.31,,,0.32,,,0.01,,
0.15,,,"[888, 142, 163, 211]",,,0.0,,,0.21,,,0.0,,,0.29,,,0.35,,,0.0,,
0.19,,,"[888, 141, 163, 212]",,,0.0,,,0.17,,,0.0,,,0.3,,,0.33,,,0.0,,
0.2,,,"[888, 142, 162, 209]",,,0.0,,,0.18,,,0.0,,,0.35,,,0.26,,,0.01,,
0.16,,,"[888, 142, 162, 208]",,,0.0,,,0.19,,,0.0,,,0.4,,,0.25,,,0.01,,
0.17,,,"[888, 140, 162, 211]",,,0.0,,,0.15,,,0.0,,,0.33,,,0.35,,,0.0,,
0.2,,,"[888, 141, 163, 211]",,,0.0,,,0.16,,,0.0,,,0.36,,,0.28,,,0.01,,
0.15,,,"[888, 142, 163, 210]",,,0.0,,,0.21,,,0.0,,,0.32,,,0.31,,,0.0,,
0.19,,,"[888, 142, 163, 211]",,,0.0,,,0.2,,,0.0,,,0.32,,,0.28,,,0.01,,
0.18,,,"[889, 141, 162, 210]",,,0.0,,,0.15,,,0.0,,,0.3,,,0.36,,,0.0,,
0.24,,,"[888, 139, 164, 211]",,,0.0,,,0.16,,,0.0,,,0.25,,,0.35,,,0.0,,
0.29,,,"[886, 137, 159, 214]",,,0.0,,,0.15,,,0.0,,,0.19,,,0.37,,,0.0,,
0.29,,,"[888, 129, 169, 222]",,,0.0,,,0.1,,,0.0,,,0.28,,,0.33,,,0.0,,
0.31,,,"[890, 133, 165, 217]",,,0.0,,,0.19,,,0.0,,,0.19,,,0.3,,,0.0,,
0.33,,,"[889, 130, 167, 220]",,,0.0,,,0.2,,,0.0,,,0.17,,,0.29,,,0.01,,
0.32,,,"[888, 127, 169, 223]",,,0.0,,,0.16,,,0.0,,,0.2,,,0.31,,,0.0,,
0.25,,,"[885, 133, 162, 219]",,,0.0,,,0.2,,,0.0,,,0.26,,,0.27,,,0.02,,
0.41,,,"[887, 136, 164, 213]",,,0.0,,,0.11,,,0.0,,,0.18,,,0.29,,,0.0,,
0.43,,,"[886, 135, 165, 215]",,,0.0,,,0.14,,,0.0,,,0.16,,,0.27,,,0.0,,
0.23,,,"[888, 138, 162, 212]",,,0.0,,,0.14,,,0.0,,,0.23,,,0.41,,,0.0,,
0.26,,,"[887, 139, 161, 211]",,,0.0,,,0.15,,,0.0,,,0.31,,,0.27,,,0.01,,
0.27,,,"[888, 139, 162, 211]",,,0.0,,,0.16,,,0.0,,,0.3,,,0.27,,,0.01,,
0.2,,,"[888, 139, 161, 211]",,,0.0,,,0.14,,,0.0,,,0.39,,,0.27,,,0.0,,
0.35,,,"[887, 137, 162, 212]",,,0.0,,,0.12,,,0.0,,,0.24,,,0.28,,,0.0,,
0.3,,,"[888, 137, 161, 212]",,,0.0,,,0.14,,,0.0,,,0.26,,,0.3,,,0.0,,
0.31,,,"[886, 137, 162, 212]",,,0.0,,,0.11,,,0.0,,,0.29,,,0.27,,,0.0,,
0.2,,,"[887, 138, 162, 212]",,,0.0,,,0.14,,,0.0,,,0.38,,,0.28,,,0.0,,
0.19,,,"[888, 139, 160, 207]",,,0.0,,,0.25,,,0.0,,,0.23,,,0.33,,,0.0,,
0.15,,,"[888, 139, 161, 211]",,,0.0,,,0.12,,,0.0,,,0.36,,,0.36,,,0.0,,
0.24,,,"[888, 139, 161, 208]",,,0.0,,,0.24,,,0.0,,,0.22,,,0.29,,,0.01,,
0.28,,,"[888, 139, 162, 209]",,,0.0,,,0.16,,,0.0,,,0.26,,,0.29,,,0.01,,
0.25,,,"[888, 139, 161, 210]",,,0.0,,,0.13,,,0.0,,,0.27,,,0.34,,,0.01,,
0.21,,,"[888, 138, 161, 212]",,,0.0,,,0.12,,,0.0,,,0.33,,,0.33,,,0.01,,
0.14,,,"[888, 139, 161, 211]",,,0.0,,,0.13,,,0.0,,,0.4,,,0.32,,,0.01,,
0.16,,,"[887, 139, 162, 212]",,,0.0,,,0.15,,,0.0,,,0.34,,,0.33,,,0.01,,
0.19,,,"[887, 140, 162, 211]",,,0.0,,,0.15,,,0.0,,,0.34,,,0.31,,,0.01,,
0.22,,,"[887, 140, 162, 211]",,,0.0,,,0.14,,,0.0,,,0.35,,,0.29,,,0.01,,
0.2,,,"[887, 140, 162, 211]",,,0.0,,,0.13,,,0.0,,,0.35,,,0.3,,,0.01,,
0.26,,,"[887, 140, 163, 210]",,,0.0,,,0.16,,,0.0,,,0.25,,,0.33,,,0.01,,
0.19,,,"[887, 139, 163, 212]",,,0.0,,,0.13,,,0.0,,,0.32,,,0.36,,,0.01,,
0.2,,,"[887, 139, 163, 212]",,,0.0,,,0.13,,,0.0,,,0.34,,,0.32,,,0.01,,
0.15,,,"[887, 139, 163, 211]",,,0.0,,,0.14,,,0.0,,,0.41,,,0.29,,,0.01,,
0.24,,,"[887, 141, 162, 211]",,,0.0,,,0.15,,,0.0,,,0.26,,,0.34,,,0.0,,
0.21,,,"[886, 139, 163, 213]",,,0.0,,,0.14,,,0.0,,,0.29,,,0.35,,,0.01,,
0.26,,,"[888, 141, 162, 211]",,,0.0,,,0.14,,,0.0,,,0.26,,,0.34,,,0.0,,
0.23,,,"[888, 141, 162, 211]",,,0.0,,,0.15,,,0.0,,,0.27,,,0.35,,,0.0,,
0.26,,,"[888, 141, 162, 210]",,,0.0,,,0.14,,,0.0,,,0.29,,,0.31,,,0.0,,
0.19,,,"[888, 138, 163, 212]",,,0.0,,,0.13,,,0.0,,,0.42,,,0.25,,,0.01,,
0.21,,,"[888, 140, 163, 211]",,,0.0,,,0.12,,,0.0,,,0.4,,,0.27,,,0.0,,
0.19,,,"[889, 142, 162, 208]",,,0.0,,,0.11,,,0.0,,,0.38,,,0.32,,,0.0,,
0.23,,,"[889, 143, 162, 208]",,,0.0,,,0.16,,,0.0,,,0.3,,,0.31,,,0.0,,
0.21,,,"[888, 141, 163, 210]",,,0.0,,,0.1,,,0.0,,,0.33,,,0.35,,,0.0,,
0.2,,,"[887, 140, 164, 211]",,,0.0,,,0.12,,,0.0,,,0.36,,,0.31,,,0.0,,
0.15,,,"[888, 139, 162, 211]",,,0.0,,,0.14,,,0.0,,,0.41,,,0.3,,,0.01,,
0.17,,,"[888, 140, 163, 210]",,,0.0,,,0.14,,,0.0,,,0.35,,,0.33,,,0.01,,
0.21,,,"[889, 142, 162, 209]",,,0.0,,,0.14,,,0.0,,,0.34,,,0.3,,,0.01,,
0.19,,,"[888, 141, 163, 211]",,,0.0,,,0.14,,,0.0,,,0.36,,,0.3,,,0.0,,
0.15,,,"[887, 140, 163, 211]",,,0.0,,,0.13,,,0.0,,,0.4,,,0.32,,,0.01,,
0.16,,,"[889, 141, 162, 210]",,,0.0,,,0.1,,,0.0,,,0.43,,,0.3,,,0.01,,
0.17,,,"[888, 141, 162, 209]",,,0.0,,,0.16,,,0.0,,,0.38,,,0.28,,,0.01,,
0.19,,,"[890, 142, 161, 209]",,,0.0,,,0.17,,,0.0,,,0.34,,,0.29,,,0.01,,
0.23,,,"[889, 143, 161, 209]",,,0.0,,,0.2,,,0.0,,,0.26,,,0.31,,,0.0,,
0.21,,,"[889, 143, 162, 208]",,,0.0,,,0.2,,,0.0,,,0.27,,,0.32,,,0.0,,
0.16,,,"[890, 143, 162, 209]",,,0.0,,,0.18,,,0.0,,,0.29,,,0.37,,,0.0,,
0.19,,,"[890, 143, 162, 209]",,,0.0,,,0.19,,,0.0,,,0.29,,,0.33,,,0.0,,
0.26,,,"[889, 143, 163, 209]",,,0.0,,,0.21,,,0.0,,,0.27,,,0.25,,,0.0,,
0.22,,,"[890, 143, 162, 209]",,,0.0,,,0.18,,,0.0,,,0.25,,,0.34,,,0.0,,
0.22,,,"[891, 143, 162, 209]",,,0.0,,,0.18,,,0.0,,,0.27,,,0.32,,,0.0,,
0.22,,,"[891, 144, 161, 207]",,,0.0,,,0.22,,,0.0,,,0.26,,,0.28,,,0.0,,
0.21,,,"[890, 144, 162, 207]",,,0.0,,,0.25,,,0.0,,,0.24,,,0.29,,,0.0,,
0.19,,,"[891, 144, 162, 207]",,,0.0,,,0.26,,,0.0,,,0.21,,,0.34,,,0.0,,
0.25,,,"[890, 143, 162, 208]",,,0.0,,,0.19,,,0.0,,,0.3,,,0.25,,,0.01,,
0.19,,,"[889, 143, 163, 209]",,,0.0,,,0.27,,,0.0,,,0.3,,,0.24,,,0.01,,
0.13,,,"[887, 135, 165, 219]",,,0.0,,,0.11,,,0.0,,,0.45,,,0.29,,,0.01,,
0.12,,,"[887, 135, 165, 220]",,,0.0,,,0.1,,,0.0,,,0.48,,,0.29,,,0.01,,
0.21,,,"[888, 134, 162, 217]",,,0.0,,,0.14,,,0.0,,,0.31,,,0.34,,,0.0,,
0.19,,,"[889, 142, 167, 211]",,,0.0,,,0.25,,,0.0,,,0.24,,,0.32,,,0.0,,
0.15,,,"[890, 142, 165, 210]",,,0.0,,,0.26,,,0.0,,,0.22,,,0.37,,,0.0,,
0.17,,,"[890, 142, 164, 212]",,,0.0,,,0.26,,,0.0,,,0.27,,,0.29,,,0.01,,
0.16,,,"[889, 141, 164, 213]",,,0.0,,,0.27,,,0.0,,,0.23,,,0.33,,,0.01,,
0.16,,,"[889, 142, 166, 214]",,,0.0,,,0.26,,,0.0,,,0.29,,,0.27,,,0.01,,
0.14,,,"[890, 140, 165, 216]",,,0.0,,,0.16,,,0.0,,,0.31,,,0.38,,,0.01,,
0.11,,,"[889, 141, 166, 216]",,,0.0,,,0.22,,,0.0,,,0.35,,,0.3,,,0.03,,
0.12,,,"[891, 137, 165, 218]",,,0.0,,,0.15,,,0.0,,,0.36,,,0.37,,,0.01,,
0.1,,,"[894, 137, 163, 217]",,,0.0,,,0.18,,,0.0,,,0.42,,,0.3,,,0.01,,
0.16,,,"[895, 144, 159, 210]",,,0.0,,,0.24,,,0.0,,,0.41,,,0.19,,,0.01,,
0.22,,,"[901, 134, 163, 223]",,,0.0,,,0.27,,,0.0,,,0.15,,,0.34,,,0.02,,
0.14,,,"[903, 147, 167, 215]",,,0.0,,,0.29,,,0.0,,,0.33,,,0.23,,,0.01,,
0.16,,,"[906, 148, 164, 215]",,,0.0,,,0.3,,,0.0,,,0.14,,,0.38,,,0.01,,
0.13,,,"[908, 149, 168, 221]",,,0.0,,,0.28,,,0.01,,,0.17,,,0.38,,,0.02,,
0.25,,,"[919, 156, 168, 215]",,,0.0,,,0.15,,,0.0,,,0.12,,,0.47,,,0.01,,
0.17,,,"[922, 159, 169, 217]",,,0.0,,,0.16,,,0.01,,,0.1,,,0.54,,,0.03,,
0.09,,,"[929, 163, 166, 211]",,,0.0,,,0.21,,,0.01,,,0.12,,,0.53,,,0.04,,
0.24,,,"[926, 157, 175, 227]",,,0.0,,,0.26,,,0.01,,,0.02,,,0.43,,,0.05,,
0.27,,,"[928, 155, 177, 232]",,,0.0,,,0.27,,,0.02,,,0.03,,,0.35,,,0.07,,
0.31,,,"[930, 156, 178, 232]",,,0.0,,,0.29,,,0.03,,,0.02,,,0.26,,,0.09,,
0.22,,,"[932, 158, 176, 230]",,,0.0,,,0.3,,,0.01,,,0.02,,,0.42,,,0.04,,
0.11,,,"[933, 159, 175, 230]",,,0.0,,,0.33,,,0.01,,,0.03,,,0.47,,,0.05,,
0.09,,,"[934, 158, 175, 230]",,,0.0,,,0.34,,,0.01,,,0.02,,,0.44,,,0.1,,
0.05,,,"[937, 160, 172, 227]",,,0.0,,,0.19,,,0.01,,,0.06,,,0.62,,,0.07,,
0.14,,,"[937, 158, 174, 231]",,,0.0,,,0.23,,,0.01,,,0.03,,,0.49,,,0.1,,
0.16,,,"[936, 158, 166, 213]",,,0.0,,,0.27,,,0.01,,,0.09,,,0.45,,,0.02,,
0.2,,,"[930, 152, 174, 223]",,,0.0,,,0.36,,,0.01,,,0.06,,,0.31,,,0.06,,
0.12,,,"[926, 150, 173, 223]",,,0.0,,,0.36,,,0.0,,,0.07,,,0.43,,,0.01,,
0.26,,,"[930, 151, 169, 219]",,,0.0,,,0.43,,,0.0,,,0.03,,,0.25,,,0.03,,
0.33,,,"[941, 156, 156, 207]",,,0.0,,,0.28,,,0.0,,,0.05,,,0.3,,,0.03,,
0.41,,,"[934, 153, 166, 216]",,,0.0,,,0.27,,,0.0,,,0.02,,,0.25,,,0.04,,
0.39,,,"[938, 156, 164, 218]",,,0.0,,,0.28,,,0.01,,,0.05,,,0.21,,,0.06,,
0.33,,,"[940, 160, 161, 214]",,,0.0,,,0.23,,,0.01,,,0.09,,,0.27,,,0.07,,
0.19,,,"[941, 164, 159, 213]",,,0.0,,,0.2,,,0.0,,,0.1,,,0.46,,,0.05,,
0.15,,,"[940, 162, 160, 214]",,,0.0,,,0.16,,,0.01,,,0.15,,,0.5,,,0.03,,
0.29,,,"[938, 161, 164, 217]",,,0.0,,,0.23,,,0.01,,,0.07,,,0.3,,,0.1,,
0.15,,,"[937, 159, 163, 214]",,,0.0,,,0.19,,,0.01,,,0.15,,,0.47,,,0.02,,
0.25,,,"[938, 159, 163, 213]",,,0.0,,,0.15,,,0.01,,,0.16,,,0.42,,,0.01,,
0.19,,,"[938, 160, 162, 211]",,,0.0,,,0.21,,,0.03,,,0.12,,,0.43,,,0.03,,
0.16,,,"[940, 159, 162, 214]",,,0.0,,,0.19,,,0.01,,,0.14,,,0.42,,,0.07,,
0.4,0.21,,"[941, 158, 167, 224]","[1168, 278, 38, 45]",,0.0,0.0,,0.2,0.15,,0.01,0.08,,0.03,0.23,,0.19,0.33,,0.16,0.0,
0.23,,,"[942, 156, 166, 220]",,,0.0,,,0.19,,,0.01,,,0.07,,,0.46,,,0.04,,
0.29,,,"[946, 157, 165, 221]",,,0.0,,,0.17,,,0.0,,,0.07,,,0.42,,,0.05,,
0.39,,,"[946, 159, 165, 222]",,,0.0,,,0.17,,,0.0,,,0.05,,,0.35,,,0.03,,
0.31,,,"[950, 162, 161, 219]",,,0.0,,,0.14,,,0.0,,,0.09,,,0.41,,,0.05,,
0.21,,,"[945, 166, 166, 222]",,,0.0,,,0.12,,,0.0,,,0.06,,,0.59,,,0.02,,
0.12,,,"[947, 170, 164, 217]",,,0.0,,,0.17,,,0.0,,,0.09,,,0.59,,,0.03,,
0.34,,,"[947, 169, 166, 219]",,,0.0,,,0.13,,,0.0,,,0.07,,,0.42,,,0.04,,
0.27,,,"[945, 168, 166, 222]",,,0.0,,,0.15,,,0.01,,,0.04,,,0.49,,,0.04,,
0.28,,,"[945, 171, 166, 219]",,,0.0,,,0.15,,,0.01,,,0.06,,,0.46,,,0.04,,
0.16,,,"[946, 169, 166, 219]",,,0.0,,,0.11,,,0.0,,,0.05,,,0.67,,,0.01,,
0.37,,,"[947, 167, 166, 219]",,,0.0,,,0.11,,,0.01,,,0.08,,,0.39,,,0.04,,
0.36,,,"[953, 167, 156, 213]",,,0.0,,,0.09,,,0.01,,,0.07,,,0.45,,,0.03,,
0.32,,,"[954, 167, 156, 211]",,,0.0,,,0.15,,,0.01,,,0.08,,,0.34,,,0.11,,
0.33,,,"[950, 162, 154, 215]",,,0.0,,,0.18,,,0.01,,,0.04,,,0.42,,,0.03,,
0.53,,,"[943, 162, 166, 224]",,,0.0,,,0.14,,,0.01,,,0.03,,,0.24,,,0.05,,
0.32,,,"[949, 154, 161, 227]",,,0.0,,,0.13,,,0.01,,,0.05,,,0.29,,,0.2,,
0.4,,,"[946, 157, 162, 225]",,,0.0,,,0.16,,,0.0,,,0.07,,,0.3,,,0.06,,
0.48,,,"[947, 157, 162, 225]",,,0.0,,,0.12,,,0.01,,,0.09,,,0.28,,,0.03,,
0.43,,,"[946, 156, 165, 227]",,,0.0,,,0.18,,,0.0,,,0.08,,,0.3,,,0.02,,
0.4,,,"[946, 160, 165, 222]",,,0.0,,,0.27,,,0.0,,,0.05,,,0.26,,,0.02,,
0.46,,,"[945, 158, 165, 226]",,,0.0,,,0.29,,,0.0,,,0.03,,,0.2,,,0.02,,
0.7,,,"[945, 161, 163, 223]",,,0.0,,,0.21,,,0.0,,,0.01,,,0.07,,,0.01,,
0.71,,,"[944, 160, 164, 224]",,,0.0,,,0.16,,,0.0,,,0.01,,,0.1,,,0.02,,
0.67,,,"[942, 162, 163, 220]",,,0.0,,,0.11,,,0.0,,,0.01,,,0.19,,,0.01,,
0.71,,,"[939, 158, 165, 224]",,,0.0,,,0.17,,,0.0,,,0.01,,,0.1,,,0.01,,
0.63,,,"[938, 161, 163, 218]",,,0.0,,,0.18,,,0.0,,,0.01,,,0.18,,,0.01,,
0.57,,,"[937, 160, 162, 217]",,,0.0,,,0.19,,,0.0,,,0.02,,,0.2,,,0.01,,
0.53,,,"[935, 160, 163, 217]",,,0.0,,,0.21,,,0.0,,,0.02,,,0.21,,,0.01,,
0.38,,,"[932, 158, 166, 220]",,,0.0,,,0.25,,,0.0,,,0.03,,,0.31,,,0.02,,
0.28,,,"[932, 158, 164, 220]",,,0.0,,,0.21,,,0.0,,,0.04,,,0.44,,,0.01,,
0.53,,,"[934, 159, 165, 216]",,,0.0,,,0.16,,,0.0,,,0.04,,,0.25,,,0.03,,
0.32,,,"[933, 159, 164, 218]",,,0.0,,,0.23,,,0.0,,,0.05,,,0.38,,,0.01,,
0.2,,,"[935, 161, 162, 217]",,,0.0,,,0.18,,,0.0,,,0.07,,,0.52,,,0.02,,
0.25,,,"[932, 160, 163, 220]",,,0.0,,,0.22,,,0.0,,,0.06,,,0.45,,,0.02,,
0.14,,,"[933, 160, 161, 217]",,,0.0,,,0.22,,,0.0,,,0.1,,,0.51,,,0.03,,
0.24,,,"[935, 162, 160, 215]",,,0.0,,,0.32,,,0.0,,,0.04,,,0.39,,,0.02,,
0.25,,,"[935, 162, 160, 215]",,,0.0,,,0.3,,,0.0,,,0.03,,,0.4,,,0.02,,
0.34,,,"[933, 162, 162, 217]",,,0.0,,,0.17,,,0.0,,,0.08,,,0.39,,,0.02,,
0.29,,,"[933, 161, 161, 216]",,,0.0,,,0.2,,,0.0,,,0.04,,,0.45,,,0.01,,
0.26,,,"[931, 159, 165, 219]",,,0.0,,,0.22,,,0.0,,,0.06,,,0.43,,,0.03,,
0.18,,,"[934, 162, 162, 215]",,,0.0,,,0.3,,,0.0,,,0.05,,,0.45,,,0.01,,
0.14,,,"[931, 161, 163, 215]",,,0.0,,,0.2,,,0.0,,,0.18,,,0.45,,,0.03,,
0.16,,,"[930, 160, 163, 214]",,,0.0,,,0.27,,,0.0,,,0.12,,,0.43,,,0.01,,
0.22,,,"[927, 156, 163, 217]",,,0.0,,,0.21,,,0.0,,,0.2,,,0.36,,,0.01,,
0.14,,,"[926, 152, 169, 222]",,,0.0,,,0.27,,,0.0,,,0.16,,,0.42,,,0.01,,
0.13,,,"[920, 153, 160, 218]",,,0.0,,,0.22,,,0.0,,,0.38,,,0.25,,,0.01,,
0.13,,,"[916, 147, 158, 219]",,,0.0,,,0.09,,,0.0,,,0.54,,,0.23,,,0.0,,
0.28,,,"[908, 147, 159, 222]",,,0.0,,,0.17,,,0.01,,,0.38,,,0.16,,,0.01,,
0.21,,,"[909, 141, 155, 215]",,,0.0,,,0.08,,,0.0,,,0.43,,,0.26,,,0.01,,
0.27,,,"[905, 138, 158, 214]",,,0.0,,,0.1,,,0.01,,,0.35,,,0.27,,,0.01,,
0.44,,,"[900, 137, 159, 216]",,,0.0,,,0.14,,,0.0,,,0.22,,,0.2,,,0.01,,
0.55,,,"[896, 134, 159, 217]",,,0.0,,,0.12,,,0.0,,,0.13,,,0.16,,,0.02,,
0.43,,,"[895, 150, 155, 210]",,,0.0,,,0.32,,,0.0,,,0.1,,,0.14,,,0.0,,
0.39,,,"[889, 143, 158, 215]",,,0.0,,,0.3,,,0.0,,,0.12,,,0.19,,,0.01,,
0.6,,,"[883, 129, 162, 225]",,,0.0,,,0.07,,,0.0,,,0.07,,,0.23,,,0.02,,
0.6,,,"[881, 129, 161, 223]",,,0.0,,,0.08,,,0.0,,,0.08,,,0.22,,,0.02,,
0.42,,,"[878, 126, 164, 228]",,,0.0,,,0.1,,,0.0,,,0.16,,,0.31,,,0.01,,
0.29,,,"[878, 121, 162, 231]",,,0.0,,,0.08,,,0.01,,,0.29,,,0.32,,,0.01,,
0.27,,,"[878, 126, 160, 220]",,,0.0,,,0.09,,,0.0,,,0.36,,,0.28,,,0.0,,
0.32,,,"[877, 131, 157, 214]",,,0.0,,,0.08,,,0.0,,,0.3,,,0.3,,,0.0,,
0.51,,,"[876, 131, 158, 214]",,,0.0,,,0.1,,,0.01,,,0.18,,,0.19,,,0.01,,
