angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.12,,,"[893, 153, 163, 212]",,,0.0,,,0.21,,,0.0,,,0.4,,,0.26,,,0.0,,
0.21,,,"[896, 138, 167, 224]",,,0.0,,,0.05,,,0.0,,,0.51,,,0.23,,,0.0,,
0.21,,,"[894, 144, 168, 217]",,,0.0,,,0.08,,,0.0,,,0.38,,,0.32,,,0.0,,
0.18,,,"[892, 153, 163, 214]",,,0.0,,,0.22,,,0.0,,,0.27,,,0.32,,,0.0,,
0.2,,,"[893, 155, 162, 212]",,,0.0,,,0.23,,,0.0,,,0.25,,,0.32,,,0.01,,
0.54,,,"[894, 154, 158, 214]",,,0.0,,,0.18,,,0.0,,,0.08,,,0.18,,,0.02,,
0.14,,,"[895, 150, 159, 216]",,,0.0,,,0.19,,,0.0,,,0.23,,,0.41,,,0.02,,
0.27,,,"[895, 152, 159, 212]",,,0.0,,,0.2,,,0.0,,,0.11,,,0.41,,,0.0,,
0.2,,,"[899, 145, 161, 210]",,,0.0,,,0.17,,,0.0,,,0.15,,,0.48,,,0.0,,
0.28,,,"[899, 142, 163, 214]",,,0.0,,,0.19,,,0.0,,,0.11,,,0.42,,,0.0,,
0.3,,,"[898, 143, 164, 218]",,,0.0,,,0.2,,,0.0,,,0.11,,,0.38,,,0.01,,
0.25,,,"[898, 140, 163, 222]",,,0.0,,,0.18,,,0.0,,,0.11,,,0.45,,,0.02,,
0.25,,,"[901, 138, 161, 219]",,,0.0,,,0.19,,,0.0,,,0.23,,,0.33,,,0.0,,
0.32,,,"[900, 139, 163, 216]",,,0.0,,,0.14,,,0.0,,,0.24,,,0.29,,,0.01,,
0.23,,,"[902, 140, 161, 215]",,,0.0,,,0.18,,,0.0,,,0.28,,,0.32,,,0.0,,
0.26,,,"[905, 135, 160, 216]",,,0.0,,,0.26,,,0.0,,,0.14,,,0.34,,,0.0,,
0.33,,,"[905, 135, 160, 219]",,,0.0,,,0.21,,,0.0,,,0.13,,,0.32,,,0.01,,
0.17,,,"[904, 134, 161, 222]",,,0.0,,,0.2,,,0.0,,,0.26,,,0.36,,,0.0,,
0.18,,,"[918, 132, 153, 201]",,,0.0,,,0.14,,,0.0,,,0.34,,,0.34,,,0.0,,
0.27,,,"[913, 141, 156, 206]",,,0.0,,,0.21,,,0.0,,,0.2,,,0.32,,,0.0,,
0.31,,,"[913, 143, 156, 206]",,,0.0,,,0.3,,,0.0,,,0.13,,,0.25,,,0.01,,
0.23,,,"[905, 141, 163, 211]",,,0.0,,,0.19,,,0.0,,,0.26,,,0.31,,,0.0,,
0.36,,,"[905, 141, 165, 213]",,,0.0,,,0.16,,,0.0,,,0.15,,,0.32,,,0.0,,
0.32,,,"[906, 136, 166, 220]",,,0.0,,,0.09,,,0.0,,,0.2,,,0.38,,,0.0,,
0.47,,,"[905, 135, 163, 223]",,,0.0,,,0.12,,,0.0,,,0.12,,,0.28,,,0.01,,
0.26,,,"[905, 139, 161, 218]",,,0.0,,,0.16,,,0.0,,,0.36,,,0.22,,,0.0,,
0.21,,,"[905, 139, 163, 218]",,,0.0,,,0.17,,,0.0,,,0.35,,,0.26,,,0.0,,
0.44,,,"[905, 137, 159, 210]",,,0.0,,,0.11,,,0.0,,,0.25,,,0.2,,,0.0,,
0.28,,,"[907, 135, 161, 213]",,,0.0,,,0.16,,,0.0,,,0.25,,,0.3,,,0.0,,
0.17,,,"[909, 137, 160, 214]",,,0.0,,,0.17,,,0.0,,,0.34,,,0.31,,,0.0,,
0.3,,,"[908, 139, 162, 212]",,,0.0,,,0.2,,,0.0,,,0.25,,,0.25,,,0.0,,
0.19,,,"[911, 138, 165, 218]",,,0.0,,,0.23,,,0.0,,,0.28,,,0.3,,,0.0,,
0.13,,,"[907, 138, 163, 221]",,,0.0,,,0.17,,,0.0,,,0.39,,,0.3,,,0.01,,
0.12,,,"[911, 139, 165, 215]",,,0.0,,,0.21,,,0.0,,,0.36,,,0.29,,,0.0,,
0.1,,,"[910, 135, 167, 219]",,,0.0,,,0.11,,,0.0,,,0.53,,,0.26,,,0.0,,
0.12,,,"[913, 138, 164, 216]",,,0.0,,,0.15,,,0.0,,,0.46,,,0.27,,,0.0,,
0.16,,,"[916, 142, 162, 208]",,,0.0,,,0.17,,,0.0,,,0.42,,,0.25,,,0.0,,
0.24,,,"[917, 143, 161, 206]",,,0.0,,,0.22,,,0.0,,,0.31,,,0.23,,,0.0,,
0.29,,,"[920, 142, 163, 209]",,,0.0,,,0.19,,,0.0,,,0.26,,,0.25,,,0.0,,
0.35,,,"[921, 145, 162, 207]",,,0.0,,,0.17,,,0.0,,,0.17,,,0.29,,,0.01,,
0.37,,,"[919, 142, 164, 213]",,,0.0,,,0.24,,,0.0,,,0.16,,,0.22,,,0.02,,
0.33,,,"[919, 141, 166, 217]",,,0.0,,,0.32,,,0.0,,,0.12,,,0.21,,,0.03,,
0.34,,,"[921, 144, 165, 215]",,,0.0,,,0.2,,,0.0,,,0.14,,,0.31,,,0.0,,
0.26,0.15,,"[918, 140, 168, 220]","[921, 814, 69, 81]",,0.0,0.0,,0.24,0.01,,0.0,0.24,,0.15,0.35,,0.34,0.24,,0.01,0.01,
0.25,,,"[918, 143, 164, 213]",,,0.0,,,0.22,,,0.0,,,0.21,,,0.31,,,0.01,,
0.22,,,"[918, 142, 161, 214]",,,0.0,,,0.11,,,0.0,,,0.34,,,0.33,,,0.0,,
0.3,,,"[918, 142, 161, 212]",,,0.0,,,0.1,,,0.0,,,0.27,,,0.32,,,0.0,,
0.13,,,"[918, 141, 169, 220]",,,0.0,,,0.07,,,0.0,,,0.4,,,0.4,,,0.0,,
0.23,,,"[919, 142, 167, 217]",,,0.0,,,0.1,,,0.0,,,0.29,,,0.38,,,0.0,,
0.3,,,"[919, 142, 166, 217]",,,0.0,,,0.1,,,0.0,,,0.23,,,0.36,,,0.0,,
0.19,,,"[919, 145, 161, 211]",,,0.0,,,0.11,,,0.0,,,0.38,,,0.31,,,0.01,,
0.25,,,"[916, 143, 162, 213]",,,0.0,,,0.16,,,0.0,,,0.33,,,0.25,,,0.0,,
0.16,,,"[915, 140, 165, 217]",,,0.0,,,0.14,,,0.0,,,0.4,,,0.29,,,0.0,,
0.34,,,"[915, 143, 161, 211]",,,0.0,,,0.15,,,0.0,,,0.24,,,0.27,,,0.0,,
0.27,,,"[915, 145, 162, 210]",,,0.0,,,0.17,,,0.0,,,0.31,,,0.24,,,0.01,,
0.18,,,"[916, 145, 161, 208]",,,0.0,,,0.14,,,0.0,,,0.34,,,0.34,,,0.0,,
0.12,,,"[915, 142, 163, 213]",,,0.0,,,0.15,,,0.0,,,0.43,,,0.31,,,0.0,,
0.21,,,"[912, 141, 169, 217]",,,0.0,,,0.08,,,0.0,,,0.42,,,0.28,,,0.0,,
0.3,,,"[909, 137, 171, 222]",,,0.0,,,0.09,,,0.0,,,0.34,,,0.27,,,0.0,,
0.26,,,"[911, 137, 161, 217]",,,0.0,,,0.17,,,0.0,,,0.2,,,0.37,,,0.01,,
0.25,,,"[911, 146, 160, 205]",,,0.0,,,0.24,,,0.0,,,0.22,,,0.29,,,0.0,,
0.39,,,"[909, 145, 161, 210]",,,0.0,,,0.15,,,0.0,,,0.15,,,0.3,,,0.01,,
0.31,,,"[913, 137, 162, 214]",,,0.0,,,0.16,,,0.0,,,0.16,,,0.36,,,0.01,,
0.22,,,"[908, 140, 169, 218]",,,0.0,,,0.09,,,0.0,,,0.31,,,0.37,,,0.0,,
0.47,,,"[905, 144, 163, 212]",,,0.0,,,0.15,,,0.0,,,0.16,,,0.22,,,0.01,,
0.47,,,"[904, 142, 164, 213]",,,0.0,,,0.14,,,0.0,,,0.15,,,0.24,,,0.01,,
0.52,,,"[904, 140, 168, 218]",,,0.0,,,0.09,,,0.0,,,0.21,,,0.17,,,0.0,,
0.56,,,"[905, 139, 168, 218]",,,0.0,,,0.08,,,0.0,,,0.14,,,0.21,,,0.0,,
0.64,,,"[905, 137, 167, 219]",,,0.0,,,0.08,,,0.0,,,0.1,,,0.18,,,0.0,,
0.59,,,"[905, 141, 165, 212]",,,0.0,,,0.08,,,0.0,,,0.15,,,0.18,,,0.0,,
0.49,,,"[899, 137, 172, 220]",,,0.0,,,0.07,,,0.0,,,0.2,,,0.23,,,0.0,,
0.47,,,"[902, 135, 161, 220]",,,0.0,,,0.08,,,0.0,,,0.2,,,0.25,,,0.0,,
0.55,,,"[902, 136, 162, 219]",,,0.0,,,0.06,,,0.0,,,0.2,,,0.19,,,0.0,,
0.6,,,"[901, 135, 163, 218]",,,0.0,,,0.05,,,0.0,,,0.21,,,0.14,,,0.0,,
0.6,,,"[902, 138, 160, 212]",,,0.0,,,0.04,,,0.0,,,0.16,,,0.2,,,0.0,,
0.53,,,"[901, 137, 162, 212]",,,0.0,,,0.06,,,0.0,,,0.22,,,0.19,,,0.0,,
0.64,,,"[903, 137, 160, 208]",,,0.0,,,0.05,,,0.0,,,0.14,,,0.16,,,0.0,,
0.67,,,"[899, 140, 162, 210]",,,0.0,,,0.04,,,0.0,,,0.09,,,0.2,,,0.0,,
0.56,,,"[894, 136, 162, 214]",,,0.0,,,0.07,,,0.01,,,0.12,,,0.23,,,0.01,,
0.43,,,"[892, 135, 163, 217]",,,0.0,,,0.07,,,0.0,,,0.13,,,0.36,,,0.01,,
0.6,,,"[888, 144, 160, 210]",,,0.0,,,0.07,,,0.0,,,0.06,,,0.26,,,0.01,,
0.41,,,"[884, 128, 169, 227]",,,0.0,,,0.06,,,0.0,,,0.25,,,0.23,,,0.05,,
0.68,,,"[883, 127, 169, 226]",,,0.0,,,0.08,,,0.0,,,0.04,,,0.15,,,0.05,,
0.49,,,"[890, 144, 157, 197]",,,0.0,,,0.11,,,0.01,,,0.16,,,0.22,,,0.01,,
0.22,,,"[891, 135, 157, 196]",,,0.0,,,0.11,,,0.01,,,0.21,,,0.44,,,0.02,,
0.14,,,"[892, 133, 155, 198]",,,0.0,,,0.06,,,0.0,,,0.53,,,0.26,,,0.0,,
0.36,,,"[884, 127, 166, 219]",,,0.0,,,0.14,,,0.01,,,0.3,,,0.17,,,0.01,,
0.18,,,"[893, 146, 153, 192]",,,0.0,,,0.09,,,0.02,,,0.52,,,0.18,,,0.01,,
0.53,,,"[883, 134, 164, 214]",,,0.0,,,0.05,,,0.0,,,0.17,,,0.25,,,0.0,,
0.73,,,"[886, 136, 163, 212]",,,0.0,,,0.04,,,0.0,,,0.11,,,0.11,,,0.01,,
0.29,,,"[892, 140, 157, 200]",,,0.0,,,0.13,,,0.0,,,0.3,,,0.28,,,0.0,,
0.23,,,"[887, 131, 170, 221]",,,0.0,,,0.07,,,0.0,,,0.46,,,0.23,,,0.0,,
0.27,,,"[893, 138, 162, 211]",,,0.0,,,0.12,,,0.0,,,0.36,,,0.24,,,0.01,,
0.39,,,"[894, 143, 165, 211]",,,0.0,,,0.11,,,0.0,,,0.33,,,0.16,,,0.0,,
0.26,,,"[896, 136, 166, 223]",,,0.0,,,0.09,,,0.0,,,0.45,,,0.19,,,0.0,,
0.53,,,"[899, 143, 162, 212]",,,0.0,,,0.18,,,0.0,,,0.13,,,0.15,,,0.0,,
0.37,,,"[905, 146, 161, 208]",,,0.0,,,0.24,,,0.0,,,0.17,,,0.22,,,0.0,,
0.31,,,"[907, 145, 167, 216]",,,0.0,,,0.2,,,0.0,,,0.26,,,0.23,,,0.0,,
0.34,,,"[910, 146, 168, 213]",,,0.0,,,0.2,,,0.0,,,0.24,,,0.21,,,0.0,,
0.3,,,"[915, 149, 164, 212]",,,0.0,,,0.25,,,0.0,,,0.15,,,0.29,,,0.0,,
0.12,,,"[914, 148, 165, 213]",,,0.0,,,0.32,,,0.0,,,0.33,,,0.22,,,0.0,,
0.2,,,"[912, 146, 165, 216]",,,0.0,,,0.23,,,0.0,,,0.31,,,0.24,,,0.01,,
0.21,,,"[912, 146, 164, 216]",,,0.0,,,0.23,,,0.0,,,0.32,,,0.23,,,0.01,,
0.24,,,"[915, 147, 164, 217]",,,0.0,,,0.29,,,0.0,,,0.21,,,0.26,,,0.0,,
0.23,,,"[914, 144, 167, 220]",,,0.0,,,0.17,,,0.0,,,0.27,,,0.32,,,0.01,,
0.24,,,"[916, 145, 164, 214]",,,0.0,,,0.17,,,0.0,,,0.29,,,0.29,,,0.01,,
0.17,,,"[915, 149, 165, 213]",,,0.0,,,0.14,,,0.0,,,0.39,,,0.3,,,0.0,,
0.25,,,"[914, 145, 162, 213]",,,0.0,,,0.11,,,0.0,,,0.41,,,0.24,,,0.0,,
0.17,,,"[912, 147, 162, 213]",,,0.0,,,0.15,,,0.0,,,0.42,,,0.26,,,0.0,,
0.4,,,"[907, 143, 167, 217]",,,0.0,,,0.11,,,0.0,,,0.24,,,0.24,,,0.0,,
0.43,,,"[906, 144, 158, 212]",,,0.0,,,0.18,,,0.0,,,0.15,,,0.24,,,0.0,,
0.38,,,"[901, 141, 162, 217]",,,0.0,,,0.23,,,0.0,,,0.12,,,0.26,,,0.01,,
0.28,,,"[899, 143, 155, 208]",,,0.0,,,0.21,,,0.0,,,0.12,,,0.37,,,0.01,,
0.32,,,"[896, 139, 157, 211]",,,0.0,,,0.11,,,0.0,,,0.25,,,0.31,,,0.01,,
0.27,,,"[892, 138, 160, 218]",,,0.0,,,0.23,,,0.0,,,0.14,,,0.33,,,0.02,,
0.32,,,"[890, 129, 167, 221]",,,0.0,,,0.17,,,0.0,,,0.17,,,0.32,,,0.02,,
0.28,,,"[890, 129, 160, 216]",,,0.0,,,0.12,,,0.0,,,0.35,,,0.24,,,0.0,,
0.25,,,"[886, 127, 166, 220]",,,0.0,,,0.07,,,0.0,,,0.35,,,0.32,,,0.01,,
0.27,,,"[887, 126, 164, 220]",,,0.0,,,0.1,,,0.0,,,0.33,,,0.28,,,0.01,,
0.29,,,"[888, 132, 160, 211]",,,0.0,,,0.1,,,0.0,,,0.26,,,0.35,,,0.01,,
0.34,,,"[888, 135, 157, 206]",,,0.0,,,0.16,,,0.0,,,0.22,,,0.28,,,0.0,,
0.34,,,"[888, 134, 159, 210]",,,0.0,,,0.1,,,0.0,,,0.14,,,0.42,,,0.0,,
0.36,,,"[890, 142, 153, 199]",,,0.0,,,0.24,,,0.0,,,0.08,,,0.31,,,0.0,,
0.33,,,"[887, 126, 166, 221]",,,0.0,,,0.1,,,0.0,,,0.36,,,0.21,,,0.0,,
0.35,,,"[888, 128, 169, 219]",,,0.0,,,0.15,,,0.0,,,0.24,,,0.25,,,0.0,,
0.43,,,"[900, 137, 153, 194]",,,0.0,,,0.16,,,0.0,,,0.17,,,0.24,,,0.0,,
0.54,,,"[896, 134, 160, 212]",,,0.0,,,0.13,,,0.0,,,0.23,,,0.09,,,0.0,,
0.67,,,"[899, 135, 155, 209]",,,0.0,,,0.14,,,0.0,,,0.08,,,0.1,,,0.01,,
0.54,,,"[904, 137, 154, 206]",,,0.0,,,0.16,,,0.0,,,0.11,,,0.18,,,0.0,,
0.37,,,"[904, 137, 160, 210]",,,0.0,,,0.18,,,0.0,,,0.17,,,0.27,,,0.01,,
0.23,,,"[908, 142, 157, 205]",,,0.0,,,0.27,,,0.0,,,0.19,,,0.3,,,0.01,,
0.17,,,"[914, 137, 157, 209]",,,0.0,,,0.16,,,0.0,,,0.18,,,0.49,,,0.0,,
0.12,,,"[912, 142, 159, 213]",,,0.0,,,0.34,,,0.0,,,0.24,,,0.29,,,0.01,,
0.09,,,"[915, 144, 158, 211]",,,0.0,,,0.42,,,0.0,,,0.21,,,0.26,,,0.03,,
0.16,,,"[915, 143, 158, 213]",,,0.0,,,0.32,,,0.0,,,0.19,,,0.31,,,0.01,,
0.26,,,"[917, 145, 157, 211]",,,0.0,,,0.28,,,0.0,,,0.2,,,0.22,,,0.03,,
0.15,,,"[923, 146, 153, 203]",,,0.0,,,0.17,,,0.0,,,0.29,,,0.39,,,0.01,,
0.17,,,"[922, 145, 153, 203]",,,0.0,,,0.12,,,0.0,,,0.35,,,0.35,,,0.0,,
0.17,,,"[921, 146, 154, 203]",,,0.0,,,0.15,,,0.0,,,0.42,,,0.25,,,0.0,,
0.19,,,"[922, 146, 155, 204]",,,0.0,,,0.2,,,0.0,,,0.32,,,0.27,,,0.0,,
0.17,,,"[914, 146, 158, 210]",,,0.0,,,0.14,,,0.01,,,0.45,,,0.22,,,0.01,,
0.16,,,"[914, 146, 160, 213]",,,0.0,,,0.15,,,0.01,,,0.46,,,0.2,,,0.01,,
0.26,,,"[911, 144, 163, 217]",,,0.0,,,0.1,,,0.01,,,0.37,,,0.25,,,0.02,,
0.18,,,"[910, 147, 159, 216]",,,0.0,,,0.16,,,0.01,,,0.37,,,0.23,,,0.05,,
0.28,,,"[908, 148, 159, 214]",,,0.0,,,0.14,,,0.0,,,0.29,,,0.25,,,0.03,,
0.33,,,"[907, 147, 158, 215]",,,0.0,,,0.17,,,0.0,,,0.23,,,0.25,,,0.03,,
0.39,,,"[904, 146, 158, 215]",,,0.0,,,0.13,,,0.0,,,0.17,,,0.29,,,0.02,,
0.36,,,"[905, 137, 160, 220]",,,0.0,,,0.23,,,0.0,,,0.14,,,0.25,,,0.02,,
0.31,,,"[900, 141, 158, 215]",,,0.0,,,0.21,,,0.0,,,0.15,,,0.32,,,0.01,,
0.36,,,"[898, 145, 155, 210]",,,0.0,,,0.18,,,0.0,,,0.23,,,0.22,,,0.01,,
0.26,,,"[897, 137, 161, 218]",,,0.0,,,0.2,,,0.0,,,0.26,,,0.26,,,0.02,,
0.42,,,"[890, 140, 163, 219]",,,0.0,,,0.19,,,0.0,,,0.18,,,0.2,,,0.01,,
0.29,,,"[890, 136, 159, 224]",,,0.0,,,0.24,,,0.0,,,0.18,,,0.25,,,0.05,,
0.33,,,"[890, 134, 163, 222]",,,0.0,,,0.14,,,0.0,,,0.22,,,0.3,,,0.01,,
0.26,,,"[887, 130, 164, 224]",,,0.0,,,0.14,,,0.01,,,0.35,,,0.23,,,0.02,,
0.27,,,"[888, 132, 162, 219]",,,0.0,,,0.12,,,0.0,,,0.32,,,0.28,,,0.01,,
0.23,,,"[888, 133, 163, 222]",,,0.0,,,0.09,,,0.0,,,0.32,,,0.34,,,0.01,,
0.15,,,"[889, 133, 164, 224]",,,0.0,,,0.07,,,0.0,,,0.39,,,0.38,,,0.01,,
0.25,,,"[891, 133, 164, 226]",,,0.0,,,0.1,,,0.0,,,0.23,,,0.39,,,0.03,,
0.21,,,"[890, 134, 164, 224]",,,0.0,,,0.11,,,0.0,,,0.28,,,0.36,,,0.04,,
0.31,,,"[892, 140, 162, 218]",,,0.0,,,0.13,,,0.0,,,0.26,,,0.26,,,0.03,,
0.38,,,"[893, 140, 159, 218]",,,0.0,,,0.12,,,0.0,,,0.23,,,0.23,,,0.03,,
0.42,,,"[893, 142, 157, 216]",,,0.0,,,0.19,,,0.0,,,0.14,,,0.23,,,0.01,,
0.36,,,"[893, 141, 158, 218]",,,0.0,,,0.22,,,0.0,,,0.15,,,0.26,,,0.01,,
0.36,,,"[892, 139, 160, 218]",,,0.0,,,0.18,,,0.0,,,0.21,,,0.23,,,0.01,,
0.25,,,"[893, 139, 162, 219]",,,0.0,,,0.23,,,0.0,,,0.25,,,0.24,,,0.03,,
0.21,,,"[892, 129, 165, 224]",,,0.0,,,0.11,,,0.0,,,0.41,,,0.25,,,0.02,,
0.2,,,"[899, 130, 160, 220]",,,0.0,,,0.11,,,0.0,,,0.48,,,0.22,,,0.0,,
0.15,,,"[904, 141, 151, 204]",,,0.0,,,0.17,,,0.0,,,0.58,,,0.1,,,0.0,,
0.14,,,"[905, 136, 157, 211]",,,0.0,,,0.11,,,0.0,,,0.55,,,0.2,,,0.0,,
0.23,,,"[908, 137, 156, 206]",,,0.0,,,0.09,,,0.01,,,0.55,,,0.12,,,0.0,,
0.18,,,"[910, 137, 155, 202]",,,0.0,,,0.08,,,0.0,,,0.49,,,0.24,,,0.0,,
0.22,,,"[912, 135, 157, 206]",,,0.0,,,0.11,,,0.01,,,0.42,,,0.23,,,0.0,,
0.23,,,"[912, 136, 156, 206]",,,0.0,,,0.12,,,0.01,,,0.42,,,0.23,,,0.0,,
0.32,,,"[910, 138, 156, 205]",,,0.0,,,0.19,,,0.01,,,0.29,,,0.19,,,0.01,,
0.35,,,"[909, 140, 154, 206]",,,0.0,,,0.13,,,0.0,,,0.27,,,0.24,,,0.0,,
0.28,,,"[906, 141, 155, 207]",,,0.0,,,0.18,,,0.01,,,0.35,,,0.18,,,0.01,,
0.39,,,"[905, 140, 154, 204]",,,0.0,,,0.12,,,0.0,,,0.22,,,0.26,,,0.0,,
0.32,,,"[905, 139, 154, 204]",,,0.0,,,0.16,,,0.0,,,0.26,,,0.26,,,0.0,,
0.43,,,"[904, 141, 154, 204]",,,0.0,,,0.14,,,0.0,,,0.21,,,0.21,,,0.0,,
0.31,,,"[905, 141, 156, 204]",,,0.0,,,0.17,,,0.0,,,0.28,,,0.23,,,0.0,,
0.28,,,"[905, 141, 154, 205]",,,0.0,,,0.25,,,0.0,,,0.29,,,0.17,,,0.01,,
0.31,,,"[906, 142, 152, 203]",,,0.0,,,0.14,,,0.0,,,0.37,,,0.17,,,0.01,,
0.32,,,"[905, 142, 152, 203]",,,0.0,,,0.14,,,0.0,,,0.38,,,0.16,,,0.0,,
0.25,,,"[904, 140, 156, 206]",,,0.0,,,0.12,,,0.0,,,0.44,,,0.18,,,0.0,,
0.21,,,"[902, 141, 156, 208]",,,0.0,,,0.23,,,0.0,,,0.39,,,0.17,,,0.01,,
0.29,,,"[901, 139, 158, 208]",,,0.0,,,0.2,,,0.0,,,0.34,,,0.17,,,0.0,,
0.4,,,"[901, 139, 158, 209]",,,0.0,,,0.16,,,0.0,,,0.25,,,0.18,,,0.0,,
0.33,,,"[900, 138, 158, 210]",,,0.0,,,0.19,,,0.0,,,0.27,,,0.2,,,0.01,,
0.43,,,"[901, 140, 156, 204]",,,0.0,,,0.13,,,0.0,,,0.23,,,0.2,,,0.0,,
0.35,,,"[899, 132, 159, 213]",,,0.0,,,0.1,,,0.01,,,0.28,,,0.27,,,0.0,,
0.42,,,"[899, 130, 160, 215]",,,0.0,,,0.15,,,0.01,,,0.18,,,0.23,,,0.01,,
0.49,,,"[900, 128, 162, 217]",,,0.0,,,0.14,,,0.01,,,0.14,,,0.22,,,0.0,,
0.35,,,"[903, 143, 152, 199]",,,0.0,,,0.21,,,0.0,,,0.27,,,0.17,,,0.0,,
0.44,,,"[902, 141, 154, 202]",,,0.0,,,0.17,,,0.0,,,0.21,,,0.18,,,0.0,,
0.5,,,"[902, 141, 154, 204]",,,0.0,,,0.16,,,0.0,,,0.18,,,0.15,,,0.01,,
0.37,,,"[903, 140, 154, 207]",,,0.0,,,0.17,,,0.0,,,0.22,,,0.23,,,0.01,,
0.35,,,"[902, 138, 157, 206]",,,0.0,,,0.2,,,0.0,,,0.24,,,0.21,,,0.0,,
0.2,,,"[901, 135, 158, 210]",,,0.0,,,0.18,,,0.01,,,0.45,,,0.16,,,0.0,,
0.27,,,"[908, 132, 155, 208]",,,0.0,,,0.2,,,0.01,,,0.22,,,0.3,,,0.0,,
0.2,,,"[907, 133, 156, 206]",,,0.0,,,0.21,,,0.01,,,0.31,,,0.27,,,0.0,,
0.3,,,"[906, 135, 156, 207]",,,0.0,,,0.11,,,0.0,,,0.39,,,0.2,,,0.0,,
0.4,,,"[907, 134, 152, 208]",,,0.0,,,0.1,,,0.01,,,0.28,,,0.21,,,0.0,,
0.43,,,"[905, 133, 156, 214]",,,0.0,,,0.09,,,0.01,,,0.25,,,0.22,,,0.0,,
0.43,,,"[908, 134, 159, 209]",,,0.0,,,0.1,,,0.0,,,0.16,,,0.3,,,0.0,,
0.6,,,"[907, 137, 157, 209]",,,0.0,,,0.14,,,0.0,,,0.08,,,0.17,,,0.0,,
0.31,,,"[905, 139, 156, 208]",,,0.0,,,0.16,,,0.0,,,0.17,,,0.35,,,0.0,,
0.36,,,"[904, 140, 154, 204]",,,0.0,,,0.13,,,0.0,,,0.34,,,0.16,,,0.0,,
0.28,,,"[902, 139, 156, 207]",,,0.0,,,0.14,,,0.01,,,0.42,,,0.15,,,0.0,,
0.44,,,"[902, 125, 164, 220]",,,0.0,,,0.16,,,0.01,,,0.2,,,0.16,,,0.01,,
0.29,,,"[900, 139, 154, 209]",,,0.0,,,0.24,,,0.01,,,0.29,,,0.15,,,0.02,,
0.38,,,"[899, 141, 154, 207]",,,0.0,,,0.17,,,0.0,,,0.29,,,0.14,,,0.01,,
0.27,,,"[898, 140, 153, 205]",,,0.0,,,0.2,,,0.0,,,0.36,,,0.17,,,0.01,,
0.4,,,"[897, 140, 153, 204]",,,0.0,,,0.19,,,0.0,,,0.23,,,0.18,,,0.0,,
0.32,,,"[897, 140, 153, 203]",,,0.0,,,0.18,,,0.0,,,0.25,,,0.25,,,0.0,,
0.33,,,"[894, 139, 152, 205]",,,0.0,,,0.16,,,0.0,,,0.31,,,0.19,,,0.0,,
0.25,,,"[888, 129, 160, 219]",,,0.0,,,0.07,,,0.0,,,0.41,,,0.26,,,0.0,,
0.24,,,"[887, 132, 165, 221]",,,0.0,,,0.09,,,0.0,,,0.26,,,0.4,,,0.0,,
0.22,,,"[894, 140, 151, 200]",,,0.0,,,0.1,,,0.0,,,0.27,,,0.4,,,0.0,,
0.43,,,"[890, 138, 156, 205]",,,0.0,,,0.07,,,0.0,,,0.18,,,0.31,,,0.01,,
0.52,,,"[890, 140, 154, 202]",,,0.0,,,0.07,,,0.0,,,0.1,,,0.31,,,0.0,,
0.48,,,"[879, 128, 161, 224]",,,0.0,,,0.11,,,0.0,,,0.18,,,0.21,,,0.01,,
0.58,,,"[877, 125, 162, 228]",,,0.0,,,0.06,,,0.01,,,0.15,,,0.2,,,0.0,,
0.48,,,"[876, 127, 163, 228]",,,0.0,,,0.12,,,0.02,,,0.1,,,0.27,,,0.01,,
0.63,,,"[877, 128, 162, 224]",,,0.0,,,0.05,,,0.01,,,0.11,,,0.2,,,0.0,,
0.44,,,"[874, 130, 164, 228]",,,0.0,,,0.08,,,0.02,,,0.14,,,0.31,,,0.01,,
0.3,,,"[874, 134, 162, 221]",,,0.0,,,0.04,,,0.0,,,0.27,,,0.38,,,0.01,,
0.14,,,"[871, 131, 164, 224]",,,0.0,,,0.06,,,0.0,,,0.39,,,0.41,,,0.0,,
0.09,,,"[871, 128, 166, 225]",,,0.0,,,0.04,,,0.0,,,0.4,,,0.46,,,0.0,,
0.29,,,"[867, 127, 165, 228]",,,0.0,,,0.07,,,0.0,,,0.23,,,0.4,,,0.01,,
0.32,,,"[868, 127, 163, 224]",,,0.0,,,0.13,,,0.0,,,0.14,,,0.4,,,0.01,,
0.23,,,"[869, 123, 163, 225]",,,0.0,,,0.08,,,0.0,,,0.24,,,0.44,,,0.01,,
0.27,,,"[872, 129, 158, 217]",,,0.0,,,0.15,,,0.0,,,0.17,,,0.4,,,0.01,,
0.29,,,"[871, 125, 161, 222]",,,0.0,,,0.14,,,0.01,,,0.25,,,0.31,,,0.01,,
0.15,,,"[878, 130, 157, 214]",,,0.0,,,0.18,,,0.0,,,0.34,,,0.32,,,0.01,,
0.43,,,"[882, 129, 152, 204]",,,0.0,,,0.09,,,0.01,,,0.21,,,0.25,,,0.0,,
0.33,,,"[889, 131, 154, 202]",,,0.0,,,0.11,,,0.01,,,0.32,,,0.22,,,0.0,,
0.29,,,"[893, 125, 161, 215]",,,0.0,,,0.19,,,0.01,,,0.26,,,0.25,,,0.01,,
0.28,,,"[901, 129, 159, 210]",,,0.0,,,0.19,,,0.01,,,0.28,,,0.23,,,0.01,,
